,Density,Energy,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Pressure_Coefficient,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,s,Z
706,1.1228,325820.0,1.7082,573.36,-4.1526,0,71759.0,-4.0956e+17,215.12,,51.609,43.509,0,0,3953.7128459255923,1.0003148945955558
707,1.1283,327250.0,1.7033,575.16,-4.3883,0,72256.0,-4.0249e+17,215.56,,51.682,43.582,0,0,3953.778688777791,1.0002871817078482
708,1.1339,328690.0,1.6984,576.95,-4.6239,0,72754.0,-3.9542e+17,215.99,,51.755,43.655,0,0,3953.7879255650405,1.0002119216778167
709,1.1394,330130.0,1.6936,578.75,-4.8595,0,73252.0,-3.8835e+17,216.42,,51.828,43.728,0,0,3953.827528881496,1.000205940453303
710,1.145,331570.0,1.6887,580.55,-5.0952,0,73750.0,-3.8128e+17,216.86,,51.901,43.801,0,0,3953.8794209618545,1.0000475154779522
711,1.1524,333480.0,1.6825,582.85,-5.3137,0,74427.0,-3.7167e+17,217.42,,51.974,43.874,0,0,3953.881015735286,1.0001642418929737
712,1.1629,336140.0,1.674,585.96,-5.5051,0,75388.0,-3.5803e+17,218.18,,52.047,43.947,0,0,3953.778089611829,1.0004340500198081
713,1.1733,338800.0,1.6656,589.07,-5.6964,0,76348.0,-3.4439e+17,218.95,,52.12,44.02,0,0,3953.749592926311,1.0006615103537653
714,1.1837,341460.0,1.6571,592.18,-5.8878,0,77309.0,-3.3074e+17,219.71,,52.193,44.093,0,0,3953.7014550985677,1.0008802847683174
715,1.1942,344120.0,1.6486,595.29,-6.0791,0,78270.0,-3.171e+17,220.47,,52.267,44.167,0,0,3953.6424891487673,1.0009498424714538
716,1.2046,346780.0,1.6402,598.39,-6.2705,0,79231.0,-3.0346e+17,221.24,,52.34,44.24,0,0,3953.6558774030477,1.0009956251106873
717,1.215,349440.0,1.6317,601.5,-6.4618,0,80191.0,-2.8981e+17,222.0,,52.413,44.313,0,0,3953.648965232792,1.0010134838667075
718,1.2254,352100.0,1.6233,604.61,-6.6532,0,81152.0,-2.7617e+17,222.77,,52.486,44.386,0,0,3953.688443510615,1.0009403510209887
719,1.2359,354770.0,1.6148,607.72,-6.8445,0,82113.0,-2.6253e+17,223.53,,52.559,44.459,0,0,3953.683196140832,1.000774704667839
720,1.2463,357430.0,1.6063,610.83,-7.0359,0,83074.0,-2.4888e+17,224.29,,52.632,44.532,0,0,3953.714633038658,1.0006361000229063
721,1.2567,360090.0,1.5979,613.94,-7.2272,0,84034.0,-2.3524e+17,225.06,,52.705,44.605,0,0,3953.7912186627036,1.0003884234895732
722,1.2672,362750.0,1.5894,617.04,-7.4186,0,84995.0,-2.216e+17,225.82,,52.778,44.678,0,0,3953.8231362539664,1.0000676098652137
723,1.2812,366300.0,1.5788,620.73,-7.4634,0,86347.0,-2.024e+17,226.82,,52.851,44.751,0,0,3953.840637695384,1.000443409977964
724,1.2965,370190.0,1.5673,624.65,-7.4514,0,87850.0,-1.8106e+17,227.92,,52.924,44.824,0,0,3953.9070646448326,1.0009914297682065
725,1.3119,374090.0,1.5558,628.56,-7.4395,0,89353.0,-1.5971e+17,229.02,,52.997,44.897,0,0,3953.9749209418674,1.0013330406664782
726,1.3272,377980.0,1.5444,632.47,-7.4276,0,90856.0,-1.3836e+17,230.11,,53.071,44.971,0,0,3954.0566870923467,1.0016714557397448
727,1.3426,381880.0,1.5329,636.38,-7.4156,0,92360.0,-1.1702e+17,231.21,,53.144,45.044,0,0,3954.1712577708877,1.0017842936460901
728,1.358,385770.0,1.5214,640.3,-7.4037,0,93863.0,-9.5674e+16,232.3,,53.217,45.117,0,0,3954.276137880409,1.001818394897909
729,1.3733,389670.0,1.5099,644.21,-7.3918,0,95366.0,-7.4328e+16,233.4,,53.29,45.19,0,0,3954.4563060318815,1.0017765147095101
730,1.3887,393560.0,1.4984,648.12,-7.3798,0,96869.0,-5.2982e+16,234.49,,53.363,45.263,0,0,3954.6037970736684,1.0016029730639955
731,1.404,397460.0,1.487,652.04,-7.3679,0,98372.0,-3.1635e+16,235.59,,53.436,45.336,0,0,3954.824441231484,1.0013619658750168
732,1.4194,401350.0,1.4755,655.95,-7.3559,0,99875.0,-1.0291e+16,236.69,,53.509,45.409,0,0,3955.043245140818,1.0009574871988864
733,1.4348,405250.0,1.464,659.86,-7.344,0,101380.0,1.1055e+16,237.78,,53.582,45.482,0,0,3955.2497496468027,1.0005277693385066
734,1.4501,409140.0,1.4525,663.78,-7.3321,0,102880.0,3.2402e+16,238.88,,53.655,45.555,0,0,3955.5264320269307,0.9999925473339253
735,1.466,413170.0,1.4426,667.35,-7.2011,0,104490.0,5.5176e+16,239.86,,53.729,45.628,0,0,3955.3274809752106,1.0005216259569498
736,1.4819,417200.0,1.4327,670.91,-7.0674,0,106090.0,7.7983e+16,240.84,,53.802,45.702,0,0,3955.1510740331573,1.0008534338079402
737,1.4978,421230.0,1.4228,674.47,-6.9337,0,107700.0,1.0079e+17,241.82,,53.875,45.775,0,0,3954.996566096041,1.0011824102590081
738,1.5137,425250.0,1.4128,678.04,-6.8,0,109300.0,1.236e+17,242.8,,53.948,45.848,0,0,3954.8633344635623,1.0013253689163086
739,1.5297,429280.0,1.4029,681.6,-6.6663,0,110910.0,1.464e+17,243.78,,54.021,45.921,0,0,3954.7313616656775,1.001405371431484
740,1.5456,433310.0,1.393,685.16,-6.5326,0,112520.0,1.6921e+17,244.76,,54.094,45.994,0,0,3954.639099116891,1.001464872609869
741,1.5615,437340.0,1.3831,688.72,-6.3989,0,114120.0,1.9202e+17,245.74,,54.167,46.067,0,0,3954.5663657021983,1.0013536176588007
742,1.5774,441370.0,1.3732,692.29,-6.2652,0,115730.0,2.1483e+17,246.72,,54.24,46.14,0,0,3954.512619274831,1.0012518025342492
743,1.5933,445400.0,1.3633,695.85,-6.1315,0,117330.0,2.3763e+17,247.7,,54.313,46.213,0,0,3954.4773357248164,1.0009884321827596
744,1.6092,449420.0,1.3534,699.41,-5.9978,0,118940.0,2.6044e+17,248.68,,54.386,46.286,0,0,3954.4600082355764,1.0007384865102418
745,1.6251,453450.0,1.3434,702.97,-5.8641,0,120550.0,2.8325e+17,249.66,,54.46,46.36,0,0,3954.460146577609,1.0004184877754734
746,1.6403,457300.0,1.3345,706.47,-5.7318,0,122060.0,3.0474e+17,250.55,,54.533,46.433,0,0,3954.337329168676,0.9999982139553446
747,1.6512,460180.0,1.3308,709.61,-5.6072,0,123080.0,3.1916e+17,250.93,,54.606,46.506,0,0,3953.4955247096746,1.0001813950041274
748,1.6622,463070.0,1.327,712.76,-5.4825,0,124090.0,3.3358e+17,251.31,,54.679,46.579,0,0,3952.6470915864916,1.0002010061943873
749,1.6732,465950.0,1.3233,715.9,-5.3578,0,125110.0,3.4799e+17,251.69,,54.752,46.652,0,0,3951.809968055808,1.0002803977120196
750,1.6841,468830.0,1.3195,719.04,-5.2332,0,126120.0,3.6241e+17,252.07,,54.825,46.725,0,0,3951.0016237821806,1.0003189024989227
751,1.6951,471720.0,1.3158,722.19,-5.1085,0,127140.0,3.7683e+17,252.45,,54.898,46.798,0,0,3950.1865122746426,1.0003570999854965
752,1.706,474600.0,1.312,725.33,-4.9838,0,128150.0,3.9125e+17,252.83,,54.971,46.871,0,0,3949.3996342689375,1.0003558811127473
753,1.717,477480.0,1.3083,728.47,-4.8592,0,129170.0,4.0567e+17,253.21,,55.044,46.944,0,0,3948.6059052621204,1.0003548034749825
754,1.728,480360.0,1.3045,731.62,-4.7345,0,130180.0,4.2008e+17,253.59,,55.117,47.017,0,0,3947.8226941812295,1.0002578215631364
755,1.7389,483250.0,1.3008,734.76,-4.6098,0,131200.0,4.345e+17,253.97,,55.19,47.09,0,0,3947.066930597966,1.0002771758829254
756,1.7499,486130.0,1.2971,737.9,-4.4852,0,132210.0,4.4892e+17,254.35,,55.264,47.164,0,0,3946.304201813732,1.0001448034701146
757,1.7609,489010.0,1.2933,741.05,-4.3605,0,133230.0,4.6334e+17,254.73,,55.337,47.237,0,0,3945.5515518350167,1.0000708980007256
758,1.7703,491560.0,1.2905,743.95,-4.2209,0,134100.0,4.7568e+17,255.04,,55.41,47.31,0,0,3944.873383680893,1.0000395118966987
759,1.7755,493150.0,1.2903,746.17,-4.0378,0,134540.0,4.8198e+17,255.13,,55.483,47.383,0,0,3944.26423943669,1.000029400633957
760,1.7807,494730.0,1.2901,748.39,-3.8546,0,134990.0,4.8829e+17,255.23,,55.556,47.456,0,0,3943.686642328486,1.0000521983167883
761,1.7859,496320.0,1.29,750.61,-3.6715,0,135430.0,4.946e+17,255.32,,55.629,47.529,0,0,3943.082383353925,1.0000378923314401
762,1.7911,497900.0,1.2898,752.84,-3.4884,0,135870.0,5.009e+17,255.41,,55.702,47.602,0,0,3942.4805500905863,1.0000216333008445
763,1.7963,499490.0,1.2896,755.06,-3.3053,0,136320.0,5.0721e+17,255.51,,55.775,47.675,0,0,3941.910188100748,1.0000376623558997
764,1.8015,501070.0,1.2894,757.28,-3.1221,0,136760.0,5.1351e+17,255.6,,55.848,47.748,0,0,3941.3131525505746,1.000017331391334
765,1.8067,502660.0,1.2893,759.5,-2.939,0,137210.0,5.1982e+17,255.69,,55.922,47.821,0,0,3940.7184994937897,1.0000679914237731
766,1.8119,504240.0,1.2891,761.72,-2.7559,0,137650.0,5.2613e+17,255.79,,55.995,47.895,0,0,3940.1552430567226,1.0000045579793657
767,1.817,505830.0,1.2889,763.94,-2.5728,0,138090.0,5.3243e+17,255.88,,56.068,47.968,0,0,3939.5816475961205,1.0000334132389361
768,1.8222,507410.0,1.2888,766.16,-2.3897,0,138540.0,5.3874e+17,255.98,,56.141,48.041,0,0,3939.023007445134,1.0000383547841556
769,1.8274,509000.0,1.2886,768.38,-2.2065,0,138980.0,5.4504e+17,256.07,,56.214,48.114,0,0,3938.4376772172727,1.000008141914038
770,1.831,510120.0,1.2886,770.01,-2.0154,0,139290.0,5.4935e+17,256.13,,56.287,48.187,0,0,3938.0271146935393,1.0000338376730562
771,1.8301,509990.0,1.2893,770.0,-1.8022,0,139200.0,5.4816e+17,256.1,,56.36,48.26,0,0,3938.0861637348467,0.9999962847120792
772,1.8293,509850.0,1.29,769.99,-1.5889,0,139120.0,5.4697e+17,256.06,,56.433,48.333,0,0,3938.1000417089003,1.000014838302403
773,1.8284,509720.0,1.2907,769.99,-1.3757,0,139030.0,5.4578e+17,256.03,,56.506,48.406,0,0,3938.159202706672,0.9999769850366419
774,1.8276,509580.0,1.2914,769.98,-1.1625,0,138950.0,5.4459e+17,255.99,,56.579,48.479,0,0,3938.1731697333553,0.9999952844554858
775,1.8267,509440.0,1.2921,769.98,-0.94921,0,138870.0,5.434e+17,255.96,,56.653,48.553,0,0,3938.232442927162,1.000029141743578
776,1.8258,509310.0,1.2928,769.97,-0.73598,0,138780.0,5.4221e+17,255.93,,56.726,48.626,0,0,3938.2917780164134,0.999990868954972
777,1.825,509170.0,1.2934,769.96,-0.52274,0,138700.0,5.4102e+17,255.89,,56.799,48.699,0,0,3938.3058848440637,1.0000088158671925
778,1.8241,509040.0,1.2941,769.96,-0.3095,0,138610.0,5.3983e+17,255.86,,56.872,48.772,0,0,3938.3653324984134,0.9999702402479084
779,1.8233,508900.0,1.2948,769.95,-0.096268,0,138530.0,5.3864e+17,255.82,,56.945,48.845,0,0,3938.379528906434,0.999987930687791
780,1.8224,508770.0,1.2955,769.94,0.11697,0,138450.0,5.3745e+17,255.79,,57.018,48.918,0,0,3938.439089367218,1.0000212809729134
781,1.8215,508630.0,1.2962,769.94,0.33021,0,138360.0,5.3626e+17,255.76,,57.091,48.991,0,0,3938.498712050508,0.9999822821873002
782,1.82,508330.0,1.2972,769.82,0.54497,0,138210.0,5.3407e+17,255.68,,57.164,49.064,0,0,3938.511106140754,1.0000342447150956
783,1.816,507330.0,1.2998,769.22,0.76592,0,137770.0,5.2779e+17,255.42,,57.237,49.137,0,0,3938.409142219884,1.0000632409883545
784,1.812,506340.0,1.3024,768.62,0.98688,0,137330.0,5.2152e+17,255.16,,57.31,49.21,0,0,3938.3078498716386,1.0000879255923143
785,1.8079,505350.0,1.305,768.01,1.2078,0,136880.0,5.1524e+17,254.91,,57.383,49.284,0,0,3938.2527898404114,1.000051278688691
786,1.8039,504350.0,1.3076,767.41,1.4288,0,136440.0,5.0897e+17,254.65,,57.457,49.357,0,0,3938.1529212417267,1.0000670589161216
787,1.7999,503360.0,1.3102,766.81,1.6498,0,136000.0,5.027e+17,254.39,,57.53,49.43,0,0,3938.053738951502,1.0000783986679282
788,1.7958,502370.0,1.3127,766.21,1.8707,0,135560.0,4.9642e+17,254.14,,57.603,49.503,0,0,3938.001002769161,1.0001015906973139
789,1.7918,501370.0,1.3153,765.61,2.0917,0,135120.0,4.9015e+17,253.88,,57.676,49.576,0,0,3937.903274719558,1.0001040024672534
790,1.7878,500380.0,1.3179,765.01,2.3126,0,134670.0,4.8388e+17,253.62,,57.749,49.649,0,0,3937.8062480660456,1.0000275845434656
791,1.7837,499390.0,1.3205,764.41,2.5336,0,134230.0,4.776e+17,253.36,,57.822,49.722,0,0,3937.7265781571714,1.0000766288023137
792,1.7797,498390.0,1.3231,763.81,2.7545,0,133790.0,4.7133e+17,253.11,,57.895,49.795,0,0,3937.660342508072,1.0000255593721525
793,1.7757,497400.0,1.3257,763.21,2.9755,0,133350.0,4.6505e+17,252.85,,57.968,49.868,0,0,3937.565518157402,1.0000092519416157
794,1.7715,496370.0,1.3283,762.58,3.1919,0,132890.0,4.5856e+17,252.58,,58.041,49.941,0,0,3937.475548775836,0.9999901830296269
795,1.7642,494550.0,1.3328,761.21,3.3168,0,132130.0,4.4771e+17,252.15,,58.115,50.014,0,0,3937.4368233149,1.000087952107859
796,1.7569,492740.0,1.3372,759.84,3.4417,0,131360.0,4.3685e+17,251.71,,58.188,50.088,0,0,3937.371526118463,1.0001362715896451
797,1.7497,490920.0,1.3416,758.47,3.5665,0,130600.0,4.26e+17,251.27,,58.261,50.161,0,0,3937.292112843459,1.0001899722004994
798,1.7424,489110.0,1.3461,757.1,3.6914,0,129830.0,4.1514e+17,250.83,,58.334,50.234,0,0,3937.2324969419547,1.0002101726081327
799,1.7351,487290.0,1.3505,755.73,3.8163,0,129070.0,4.0429e+17,250.39,,58.407,50.307,0,0,3937.175809535463,1.0002933250861976
800,1.7279,485480.0,1.3549,754.36,3.9412,0,128310.0,3.9343e+17,249.95,,58.48,50.38,0,0,3937.1048975546673,1.0003047013018602
801,1.7206,483660.0,1.3594,752.99,4.066,0,127540.0,3.8258e+17,249.52,,58.553,50.453,0,0,3937.0838602224967,1.000241070614756
802,1.7133,481850.0,1.3638,751.62,4.1909,0,126780.0,3.7172e+17,249.08,,58.626,50.526,0,0,3937.03615492719,1.0002810151517787
803,1.7061,480030.0,1.3682,750.26,4.3158,0,126010.0,3.6087e+17,248.64,,58.699,50.599,0,0,3936.974115872996,1.0001682920425472
804,1.6988,478210.0,1.3727,748.89,4.4406,0,125250.0,3.5001e+17,248.2,,58.772,50.672,0,0,3936.932523553379,1.0001779037399194
805,1.6915,476400.0,1.3771,747.52,4.5655,0,124480.0,3.3916e+17,247.76,,58.845,50.745,0,0,3936.8940820873518,1.0000919599340008
806,1.6843,474580.0,1.3815,746.15,4.6904,0,123720.0,3.283e+17,247.32,,58.919,50.819,0,0,3936.8411966576045,1.0000109961441923
807,1.6755,472390.0,1.3871,744.31,4.7364,0,122820.0,3.1553e+17,246.78,,58.992,50.892,0,0,3936.7740556427807,1.000134138410827
808,1.6665,470110.0,1.3929,742.36,4.7648,0,121890.0,3.0233e+17,246.21,,59.065,50.965,0,0,3936.656727731575,1.0002317166139432
809,1.6574,467820.0,1.3986,740.42,4.7931,0,120960.0,2.8913e+17,245.64,,59.138,51.038,0,0,3936.562001723397,1.0003659606639277
810,1.6484,465540.0,1.4044,738.47,4.8215,0,120030.0,2.7592e+17,245.07,,59.211,51.111,0,0,3936.454213102942,1.0004159336887166
811,1.6393,463260.0,1.4102,736.52,4.8499,0,119100.0,2.6272e+17,244.51,,59.284,51.184,0,0,3936.3997458757544,1.0004611935334147
812,1.6303,460980.0,1.416,734.58,4.8783,0,118170.0,2.4952e+17,243.94,,59.357,51.257,0,0,3936.301880912555,1.0004611717588108
813,1.6212,458700.0,1.4218,732.63,4.9066,0,117240.0,2.3632e+17,243.37,,59.43,51.33,0,0,3936.2273325133074,1.0004968445825146
814,1.6122,456420.0,1.4275,730.68,4.935,0,116310.0,2.2312e+17,242.8,,59.503,51.403,0,0,3936.1396463025108,1.0004445142448672
815,1.6031,454140.0,1.4333,728.74,4.9634,0,115380.0,2.0991e+17,242.23,,59.576,51.477,0,0,3936.0756497072753,1.000427317545691
816,1.5941,451860.0,1.4391,726.79,4.9918,0,114450.0,1.9671e+17,241.66,,59.65,51.55,0,0,3935.9984801961114,1.000320144556721
817,1.585,449570.0,1.4449,724.84,5.0202,0,113520.0,1.8351e+17,241.1,,59.723,51.623,0,0,3935.9761815246557,1.0002060017302983
818,1.576,447290.0,1.4506,722.9,5.0485,0,112590.0,1.7031e+17,240.53,,59.796,51.696,0,0,3935.909952797783,1.0000412295175487
819,1.5668,444960.0,1.4567,720.78,5.0381,0,111660.0,1.571e+17,239.93,,59.869,51.769,0,0,3935.7943156188226,1.0000991480346242
820,1.5575,442590.0,1.463,718.51,4.9897,0,110730.0,1.4388e+17,239.32,,59.942,51.842,0,0,3935.672319038657,1.0002344331633122
821,1.5482,440220.0,1.4693,716.23,4.9413,0,109800.0,1.3067e+17,238.7,,60.015,51.915,0,0,3935.5249826693257,1.0003832435406554
822,1.5389,437840.0,1.4757,713.95,4.8928,0,108870.0,1.1745e+17,238.08,,60.088,51.988,0,0,3935.3833540763726,1.0005031494773853
823,1.5296,435470.0,1.482,711.68,4.8444,0,107940.0,1.0424e+17,237.47,,60.161,52.061,0,0,3935.2788048276784,1.0005512462286126
824,1.5203,433090.0,1.4883,709.4,4.796,0,107010.0,9.1023e+16,236.85,,60.234,52.134,0,0,3935.148987217066,1.0006109015683349
825,1.511,430720.0,1.4946,707.12,4.7475,0,106080.0,7.7808e+16,236.23,,60.308,52.208,0,0,3935.0251957916494,1.0006392808736924
826,1.5017,428350.0,1.5009,704.84,4.6991,0,105150.0,6.4593e+16,235.62,,60.381,52.281,0,0,3934.9390543177283,1.0005930806088725
827,1.4924,425970.0,1.5073,702.57,4.6507,0,104220.0,5.1378e+16,235.0,,60.454,52.354,0,0,3934.8277322296735,1.0005562678110682
828,1.4831,423600.0,1.5136,700.29,4.6022,0,103290.0,3.8163e+16,234.38,,60.527,52.427,0,0,3934.7227753446778,1.000485602468466
829,1.4738,421220.0,1.5199,698.01,4.5538,0,102360.0,2.4948e+16,233.77,,60.6,52.5,0,0,3934.65606405224,1.0003373830151687
830,1.4645,418850.0,1.5262,695.73,4.5054,0,101430.0,1.1733e+16,233.15,,60.673,52.573,0,0,3934.5642777425023,1.0001961542630928
831,1.4553,416500.0,1.5325,693.46,4.4551,0,100510.0,-1313900000000000.0,232.54,,60.746,52.646,0,0,3934.4907397447123,1.0000060470567638
832,1.4469,414360.0,1.5387,691.21,4.388,0,99695.0,-1.2853e+16,231.94,,60.819,52.719,0,0,3934.2917167469673,1.0002366391434698
833,1.4386,412210.0,1.5448,688.96,4.321,0,98882.0,-2.4391e+16,231.35,,60.892,52.792,0,0,3934.1091843696277,1.000348287055211
834,1.4303,410070.0,1.551,686.72,4.254,0,98070.0,-3.5929e+16,230.76,,60.965,52.865,0,0,3933.931709364923,1.0004423255133525
835,1.422,407920.0,1.5571,684.47,4.1869,0,97257.0,-4.7468e+16,230.17,,61.038,52.938,0,0,3933.759382084014,1.0004977256297094
836,1.4136,405780.0,1.5633,682.22,4.1199,0,96445.0,-5.9006e+16,229.58,,61.112,53.012,0,0,3933.6133041522985,1.0006050261494703
837,1.4053,403640.0,1.5694,679.97,4.0529,0,95632.0,-7.0545e+16,228.99,,61.185,53.085,0,0,3933.4516748222836,1.000601675592472
838,1.397,401490.0,1.5756,677.72,3.9858,0,94820.0,-8.2083e+16,228.4,,61.258,53.158,0,0,3933.295476911405,1.0005781066359964
839,1.3887,399350.0,1.5817,675.48,3.9188,0,94007.0,-9.3622e+16,227.81,,61.331,53.231,0,0,3933.1448083990645,1.0005125131228705
840,1.3803,397200.0,1.5879,673.23,3.8518,0,93195.0,-1.0516e+17,227.22,,61.404,53.304,0,0,3933.0212855690793,1.0004977582145769
841,1.372,395060.0,1.594,670.98,3.7847,0,92382.0,-1.167e+17,226.62,,61.477,53.377,0,0,3932.849344716476,1.0004112439367716
842,1.3637,392920.0,1.6001,668.73,3.7177,0,91570.0,-1.2824e+17,226.03,,61.55,53.45,0,0,3932.715918982582,1.0002575527529465
843,1.3554,390770.0,1.6063,666.49,3.6507,0,90757.0,-1.3978e+17,225.44,,61.623,53.523,0,0,3932.5884364768476,1.000058085152505
844,1.348,388870.0,1.612,664.42,3.5821,0,90047.0,-1.4985e+17,224.9,,61.696,53.596,0,0,3932.433737572149,1.0000770279324678
845,1.3413,387120.0,1.6175,662.47,3.5127,0,89402.0,-1.5901e+17,224.38,,61.77,53.669,0,0,3932.194854515244,1.0001858747031602
846,1.3346,385370.0,1.6229,660.52,3.4432,0,88757.0,-1.6817e+17,223.86,,61.843,53.743,0,0,3931.9593943406344,1.0002729979727443
847,1.3278,383630.0,1.6284,658.57,3.3738,0,88112.0,-1.7733e+17,223.34,,61.916,53.816,0,0,3931.749780079135,1.0004132467419133
848,1.3211,381880.0,1.6338,656.62,3.3043,0,87467.0,-1.8649e+17,222.83,,61.989,53.889,0,0,3931.554770355472,1.0004109321580572
849,1.3144,380130.0,1.6393,654.67,3.2349,0,86822.0,-1.9565e+17,222.31,,62.062,53.962,0,0,3931.3301116697676,1.0004301865012015
850,1.3076,378380.0,1.6447,652.72,3.1654,0,86177.0,-2.0481e+17,221.79,,62.135,54.035,0,0,3931.131820193289,1.0005022028568427
851,1.3009,376640.0,1.6502,650.77,3.0959,0,85532.0,-2.1397e+17,221.27,,62.208,54.108,0,0,3930.9146481077723,1.0004738194155838
852,1.2942,374890.0,1.6557,648.82,3.0265,0,84887.0,-2.2313e+17,220.76,,62.281,54.181,0,0,3930.734888027806,1.0003752886441142
853,1.2874,373140.0,1.6611,646.87,2.957,0,84242.0,-2.3229e+17,220.24,,62.354,54.254,0,0,3930.5484815205027,1.0003742779675324
854,1.2807,371390.0,1.6666,644.92,2.8876,0,83597.0,-2.4145e+17,219.72,,62.427,54.327,0,0,3930.34303066764,1.000269998977597
855,1.274,369640.0,1.672,642.97,2.8181,0,82952.0,-2.5061e+17,219.2,,62.501,54.401,0,0,3930.141549668801,1.000139164894118
856,1.2673,367920.0,1.6774,641.05,2.749,0,82317.0,-2.5963e+17,218.69,,62.574,54.474,0,0,3929.978057438476,1.00005693450707
857,1.2627,366710.0,1.6814,639.62,2.6873,0,81882.0,-2.6581e+17,218.32,,62.647,54.547,0,0,3929.8007644447002,1.000088168687519
858,1.2581,365500.0,1.6854,638.2,2.6255,0,81446.0,-2.7199e+17,217.94,,62.72,54.62,0,0,3929.59121222158,1.0001409321445112
859,1.2535,364290.0,1.6894,636.78,2.5637,0,81011.0,-2.7817e+17,217.57,,62.793,54.693,0,0,3929.417500919843,1.00014782257905
860,1.2489,363080.0,1.6934,635.36,2.502,0,80576.0,-2.8435e+17,217.19,,62.866,54.766,0,0,3929.211456090131,1.0001882859537632
861,1.2442,361860.0,1.6974,633.94,2.4402,0,80141.0,-2.9053e+17,216.82,,62.939,54.839,0,0,3929.065283132773,1.0002504855071275
862,1.2396,360650.0,1.7015,632.52,2.3785,0,79706.0,-2.9671e+17,216.44,,63.012,54.912,0,0,3928.8629214464504,1.0002659210954503
863,1.235,359440.0,1.7055,631.1,2.3167,0,79270.0,-3.0289e+17,216.06,,63.085,54.985,0,0,3928.662360951221,1.000255802771673
864,1.2304,358230.0,1.7095,629.67,2.255,0,78835.0,-3.0907e+17,215.69,,63.158,55.058,0,0,3928.4980493169905,1.0001987092054165
865,1.2257,357020.0,1.7135,628.25,2.1932,0,78400.0,-3.1525e+17,215.31,,63.231,55.132,0,0,3928.325449725343,1.0002561408591961
866,1.2211,355810.0,1.7175,626.83,2.1315,0,77965.0,-3.2143e+17,214.94,,63.305,55.205,0,0,3928.165126382677,1.0001721517628541
867,1.2165,354600.0,1.7215,625.41,2.0697,0,77530.0,-3.2761e+17,214.56,,63.378,55.278,0,0,3927.9722126808188,1.0001208029315831
868,1.2119,353390.0,1.7255,623.99,2.008,0,77094.0,-3.3379e+17,214.19,,63.451,55.351,0,0,3927.8158829807016,0.9999957491425153
869,1.2082,352400.0,1.7285,622.78,1.9556,0,76754.0,-3.3863e+17,213.9,,63.524,55.424,0,0,3927.7180477750244,0.9999883778092046
870,1.2059,351760.0,1.73,621.91,1.9177,0,76557.0,-3.4142e+17,213.75,,63.597,55.497,0,0,3927.763103244186,1.00002541798216
871,1.2036,351130.0,1.7314,621.04,1.8798,0,76361.0,-3.4421e+17,213.61,,63.67,55.57,0,0,3927.8436338988613,1.0000262469140497
872,1.2013,350490.0,1.7329,620.17,1.8419,0,76164.0,-3.47e+17,213.46,,63.743,55.643,0,0,3927.890146940899,1.0000582867593666
873,1.199,349850.0,1.7343,619.29,1.8039,0,75967.0,-3.4979e+17,213.31,,63.816,55.716,0,0,3927.9373820420406,1.0000877967475699
874,1.1968,349210.0,1.7358,618.42,1.766,0,75771.0,-3.5259e+17,213.17,,63.889,55.789,0,0,3927.995357826281,0.9999974761911896
875,1.1945,348580.0,1.7373,617.55,1.7281,0,75574.0,-3.5538e+17,213.02,,63.963,55.862,0,0,3928.0440248043856,1.0000217033053314
876,1.1922,347940.0,1.7387,616.68,1.6902,0,75378.0,-3.5817e+17,212.87,,64.036,55.936,0,0,3928.0934247561604,1.000056606483584
877,1.1899,347300.0,1.7402,615.8,1.6522,0,75181.0,-3.6096e+17,212.73,,64.109,56.009,0,0,3928.1784656343775,1.0000286540844907
878,1.1876,346660.0,1.7417,614.93,1.6143,0,74985.0,-3.6375e+17,212.58,,64.182,56.082,0,0,3928.229367387769,1.000058383404422
879,1.1853,346030.0,1.7431,614.06,1.5764,0,74788.0,-3.6654e+17,212.43,,64.255,56.155,0,0,3928.281013421671,1.000072157650593
880,1.1831,345390.0,1.7446,613.19,1.5385,0,74592.0,-3.6933e+17,212.28,,64.328,56.228,0,0,3928.308302938662,1.0000121328692124
881,1.1808,344750.0,1.7461,612.31,1.5005,0,74395.0,-3.7212e+17,212.14,,64.401,56.301,0,0,3928.396401367785,0.9999732668750394
882,1.1799,344470.0,1.7466,611.94,1.471,0,74312.0,-3.733e+17,212.07,,64.474,56.374,0,0,3928.377815902098,0.9999494895656432
883,1.1797,344390.0,1.7467,611.83,1.4461,0,74291.0,-3.736e+17,212.04,,64.547,56.447,0,0,3928.3231199157067,0.9999778492745022
884,1.1795,344300.0,1.7468,611.72,1.4212,0,74270.0,-3.7391e+17,212.01,,64.62,56.52,0,0,3928.268417602793,1.000006178643265
885,1.1793,344220.0,1.7469,611.6,1.3963,0,74248.0,-3.7421e+17,211.99,,64.693,56.593,0,0,3928.2487350252154,0.9999738359528653
886,1.1791,344130.0,1.7469,611.49,1.3713,0,74227.0,-3.7451e+17,211.96,,64.767,56.667,0,0,3928.194025012892,1.0000020923427453
887,1.1789,344050.0,1.747,611.38,1.3464,0,74206.0,-3.7482e+17,211.93,,64.84,56.74,0,0,3928.139308671514,1.000030318292429
888,1.1787,343960.0,1.7471,611.27,1.3215,0,74184.0,-3.7512e+17,211.91,,64.913,56.813,0,0,3928.1196252862483,0.9999978411968312
